,message_id,message_text
189,2398,"**Дуа Липа вернула в тренды оттенок 90-х!**

Сherry cola hair — окрашивание гранатового оттенка с темно-красными корнями.  Такой цвет был на пике трендов  в 1990-е , однако имел название на тот момент «красное дерево». 
Прекрасной базой для окрашивания в такой тон станут темные волосы. Со светлыми волосами подобного результата добиться труднее, а избавиться от него невероятно тяжело. 
Но выглядит, конечно, роскошно ! А как вам? Хо-хо💋
#РоскошныйВыборЗвезд"
198,2389,"Популярный визажист и основательница косметического бренда Isamaya Ffrench объявила о коллаборации с компанией по тренировке лица FaceGym Инги Терон. 
Они выпускают  ""Sculpt 01"" . Прибор представляет собой знаменитый инструмент Гуа-Ша, который соединяет  в себе сразу несколько массажеров: для шеи, лица, а также кожи головы. 

Данный атрибут уже можно найти на сайтах брендов за  $60
#РоскошныеНовинки"
199,2388,"Если вы не можете определиться как выглядеть в этот понедельник, Ариана Гранде сняла makeup, который она сделала самостоятельно для съемок нового видеоклипа  «The boy is mine».  Певица использовала для макияжа продукты собственного бренда R.e.m.Beauty
#РоскошныйВыборЗвезд"
200,2387,"**🤯 Telegram Знакомства

Наконец - то! В Telegram **запустили платформу для знакомств** **[@teledate!](https://t.me/+clGkErVziAJkYWJk)

[**@tldtbot**](https://t.me/tldtbot?start=zhidkovskiy_beauty)** **это приложение для знакомств **прямо** в telegram, где можно отправлять донаты пользователям.

⚡️Переписки прямо в телеграм, никто их не видит
⚡️Приложение встроено **прямо в интерфейс**
⚡️можно отправлять **ДОНАТЫ** криптой в качестве суперлайка 
⚡️**Бесконечные** свайпы

🤩 Зарабатывай на донатах и знакомься [**начать**](https://t.me/tldtbot?start=zhidkovskiy_beauty)"
202,2385,"Bottega Veneta выпустили как всегда креативную  коллекцию свечей

В ассортименте представлены три аромата: : «Redstone», «Lantern» и «Raintree». 
«Redstone» имеет нежный и успокаивающий запах, «Raintree» презентуют как  натуральный и свежий, «Lantern» отличается теплым и успокаивающим запахом.
Сам керамический подсвечник ручной работы и покрыт разноцветной лаковой глазурью.
#РоскошныеНовинки"
211,2376,"Пикачу, выбираю тебя. 
В продаже появилась коллаборация Pokémon x ColourPop с различным ассортиментом косметики. В основные наборы вошли: глянцевые бальзамы для губ в виде покебола, кремовые румяна, палетка теней и маска для губ. Цена всего набора около 15 тысяч рублей. 
Фанаты покемонов, вы здесь? Хо-хо💋
#РоскошныеНовинки"
216,2371,"Дуа Липа стала амбассадором YSL. 
Певица активно вошла в роль и уже приняла участие в промо помады Candy Glow, бронзатора Hyper Bronze и тонального крема.  Товарищи, кто-нибудь приобрел уже себе что-нибудь из перечисленного? Как вам? Хо-хо💋
#РоскошныйВыборЗвезд"
218,2369,"Ну что, мои женственные девочки и не менее очаровательные мальчики! 😏

Я передаю вам пламенный  привет ☀️ со съемок проекта «горячая линия», премьера которого состоится уже завтра и спешу сообщить что 
Мы с @letoileofficial решили организовать для вас аттракцион неслыханный щедрости – а именно вручить вам ворох классной косметики, которой я пользуюсь и которую покупаю эксклюзивно в @letoileofficial !

Что нужно сделать: 
 
⭐️ Подписаться на телеграм-канал @letoileofficial
⭐️ Отправить пост (ссылка) из из канала подруге/другу
🤍 Поставить лайк на публикацию конкурса и 5 предыдущих в ЛЭТУАЛЬ
📝 Написать в комментариях, какой элемент есть почти в каждом вашем макияже
 
5 счастливчиков мы объявим 29 мая. Каждый получит по бьюти-боксу, которые я лично собирал для вас*

*Участвуют жители РФ
хо-хо 💋

Erid: LjN8KD69c
Инн 7729265128
Рекламодатель ООО ""Алькор и Ко"""
219,2367,"Найден один из самых необычных парфюмов- Atlantide от бренда Tiziana Terenzi. 
По сути весь интерес построен на упаковке и дизайне. Флакон обвит ювелирной морской звездой и погружен в емкость с водой моря. Сам аромат построен на нотах калабрийского бергамота и сопровождается ароматом розы, маракуйи и нарцисса. Настроение после увиденного - быть русалкой. Кстати, цена данного изделия около 34-35 тысяч. 
Выглядит роскошно! А как вам? Может кто-то пробовал? Что скажете? Хо-хо 💋
#РоскошныеНовинки"
221,2365,"**Тренды на ногти с «мокрым эффектом» снова возвращаются.**
Всё началось ещё в 2021 году, когда Кайли Дженнер в своём запрещенограмме выложила маникюр с тегом Wet Nails. Спустя три года данная история вновь вошла на пик трендов и активно набирает популярность в сети. Что я могу лично сказать- выглядит освежающе, а как вам? Сделали бы вы себе такой дизайн? Хо-хо💋
#РоскошныйВыбор"
222,2364,"Бьюти-секреты арабских женщин. 
Восточные дамы остаются верны естественности и натуральным составам, из поколения в поколение передавая секреты красоты. 
Чтобы выглядеть как Жади made in Russia, можно обратить внимание на эти советы.
 1 Маска из куркумы для свежести лица. Вообще данный способ они позаимствовали у Индии. Тем не менее, выглядят они супер. Для маски надо  смешать две столовые ложки муки, половину чайной ложки куркумы и две столовые молока. Всё смешайте до однородной массы и нанесите на лицо примерно на полчаса. Результат ждать себя не заставит. 
 2 Розовая вода. Отличный тоник для лица. Давным-давно её использовали в качестве основного ухода, но сейчас данная история может спокойно заменить мицеллярную воду. 
 3 Лимон. Арабский народ считает, что это самый рабочий лайфхак, чтобы устранить неровности кожи и придать ей естественное сияние. Для этого потребуется раз в неделю протирать лицо долькой лимона (аллергикам такой эксперимент лучше не проделывать).
 4 Натуральная парфюмерия.  Особенно популярной историей по сей день являются эфирные масла. Такие духи не вызывают аллергических реакций и они довольно стойкие. Самые первые масла появились еще в Древнем Египте. Например, вся элита использовала аромат лилий, чтобы всем обозначить свой статус. 
 5 Аргановое масло. Мастхэв всех арабских женщин на все времена. Используется в чистом виде для волос, лица и вообще всего тела. Свойства арганового дерева способствуют упругости, увлажнению и гладкости, а запах - вообще вкуснятина. 
 6 Сурьма для выразительных глаз и бровей. Максимально натуральное средство, которое используют веками не только для красоты, но и лечения глаз. Впервые ее начали применять в бьюти сфере еще 3000 лет до нашей эры и готовили только для знатных женщин Древнего Египта.
#РоскошныеИстории"
224,2362,"Дева Кассель стала амбассадором  косметической линейки DIOR. 
Помимо того, что модель демонстрирует одежду данного бренда, теперь Дева еще и является лицом туши Diorshow Maximizer 4D. Кстати, тушь обещает максимальный объём и завивку. Кто-то уже покупал? Что скажете? Хо-хо💋
#РоскошныйВыбор"
225,2361,"Косметический бренд E.L.F в линейке Jelly Pop создали максимально необычный летний бокс. 
Секрет внутри: создатели данного бренда решили положить всё содержимое набора… в желе.  Вот это я понимаю, подошли люди с креативом к делу. В состав бокса вошли: праймер, тональный стик и блеск для губ.
  А как вам? Взяли бы себе такой набор? Xo-xo 💋
#РоскошныеНовинки"
228,2358,"Миранда Керр стала лицом нового парфюма от Louis Vuitton.  Новый аромат Pacific Chill  представляет собой симфонию цитрусовых, мяты, черной смородины, абрикоса и фиников. Сочетание максимально летнее. Кто-то уже успел оценить? Хо-хо💋
#РоскошныеНовинки"
229,2357,"[Новый выпуск на нашем канале «Света вокруг света»!](https://youtu.be/s3O1CbNUn9g?si=qjqG4U02w8Q1jGrU)

Не ожидали сегодня? А мы вышли 🤪 У нас очень яркий и даже немного эпатажный гость, которого многие из вас сами просили нас снять, — [Алексей Жидковский.](https://t.me/zhidkovskiy_talk) Леша очень часто дает интервью и выпускает собственные видео, поэтому задача перед нами стояла непростая: показать его другим. Надеюсь, у нас это получилось, по-моему, Леша был с нами открыт и искренен, поделился своими сокровенными мыслями и воспоминаниями об ошибках юности.

Мы поговорили о том, в какой атмосфере рос Леша, что сформировало его как личность. Конечно, обсудили его актуальные проекты (а их немало) и ближайший круг общения, увлечения и интересы. За имиджем эпатажного парня, который за словом в карман не лезет, мы увидела даже в чем-то ранимого и не играющего никакую роль героя. 

https://youtu.be/s3O1CbNUn9g?si=qjqG4U02w8Q1jGrU"
230,2356,"Когда хочется побыть принцессой.  Бренд Flower knows global создал уникальный ларец  с различными бьюти- приятностями.  Признаться честно, это завораживает. Выглядит роскошно. Полный набор можно приобрести на маркетплейсах за 43000 рублей. Берем? Хо-хо💋
#РоскошныйВыбор"
231,2355,"Визажист  и производитель косметики  Патрик Та создал маску-фильтр в запрещенной соцсети, с помощью которого можно примерить оттенки  румян на себя и не ошибиться с выбором цвета. Задумка класс, но интересно, какая реализация? Надо проверить 😏хо-хо💋
#РоскошныеНовинки"
235,2351,"**Какой помадой красили актрис черно-белого кино? 

**Сценический грим требует особого мастерства.
В эпоху черно-белого кино использовались оригинальные техники, которые сейчас многим зрителям могли бы показаться нелепыми. Например, эффекта ярких и сочных губ визажисты добивались с помощью зеленой помады.
Камеры того времени были оборудованы фильтрами, которые поглощали красный цвет, из-за чего актеры выглядели блекло. Чтобы сделать лицо более «живым» и выразительным, гримеры применяли зеленый пигмент вместо традиционного красного. Травянистая помада выделялась на черно-белом фоне, делая губы максимально контрастными.
Подобный метод использовали и телеведущие.
Такая техника макияжа была создана в США еще в 30-х годах и успешно использовалась по всему миру. Данный опыт вдохновил легендарного косметолога, создателя одноименного бренда, Макса Фактора ввести в линейку косметических средств зеленую помаду. 
#РоскошныеИстории"
238,2348,"Наконец-то, в мои руки попала самая долгожданная новинка этого месяца — парфюм бренда Orebella, основательницей которого является Белла Хадид. Мой выбор пал на аромат Window2Soul, и кажется, я не прогадала — это насыщенный, стойкий, цветочный аромат розы, жасмина и лимона. Интересно, что парфюм действительно увлажняет кожу за счет масел в составе и отсутствия спирта. Нюанс — перед нанесением парфюм необходимо тщательно встряхнуть. 

К слову, единственная критика, которую я встречала на просторах сети, была посвящена именно флакону духов — одни сравнивали его с легендарным ангелом Mugler, другие же, и вовсе считали, что сам дизайн флакона «попахивает безвкусицей из нулевых». 
Признаться, не с одним из этих тезисов я не согласна, потому что когда ты берешь парфюм Orebella в руки, то мгновенно возникает чувство, будто это какой-то волшебный камень, который был найден в сказочном лесу!) Есть в этом действительно что-то магическое. И если честно, мне даже нравится, что продукт Беллы так не похож на все то, что в последнее время появляются на рынке.

Так что, вывод очевиден — пять лет стараний команды Хадид не прошли зря, а значит — надо брать!)

🥀🌿🌱💎🪞🌱🪨💎🌺🥀

[Дьявол носит H&M](https://t.me/devilwearshandm)"
240,2346,"Итак, рассказываю о новом, пополнившем парфюмерные ряды товарище!  

Верхние ноты: Лайм, Грейпфрут и Бергамот; 

Средние ноты: Ветивер, Пачули и Белый уд; 

Базовая нота: Ambroxan.

Относится он к цитрусовым, но на самом деле это вообще не так, цитрусовый он лишь первые 10 минут, пахнет  в течение дня по разному, и при этом крайне шлейфовый, очень стойкий и идеальный подарок как мужчине, так и женщине, поскольку это отличный унисекс парфюм. 
Как мы любим говорить-запах дорогих отелей, лоро пьяно, и шлёпок эрмес😂 по стоимости 24тр

#РоскошныйВыбор"
241,2345,"Слушайте, ну находка пиздец, моя личная, случайная, восторженная! Всем, кто планирует на моря, или в целом продлить загар-мастхэв, буду теперь везде с собой таскать. Это водянистый тинт с цветом теплого шоколада, причем если взболтать, он будет с мелким сиянием и давать блики на коже, а если не взбалтывать, то матовый финиш, вчера затестил, топ, как жидкие колготки и подстраивается под кожу, что идеально, для тех, кто боится пятнистости. Покупать лучше сразу с щеточкой, я брал в цуме, по стоимости в районе 10тр 

#РоскошныйВыбор"
243,2343,"У бьюти-блогеров  новые тренды. А именно  набор помад для губ Lana Del Rey в коробке, имитирующей пачку сигарет. 

В коллекции всего  представлено четыре цвета: красно-оранжевый, насыщенный красный, тыквено-красный и бордовый. Стоимость данной истории -8 долларов. Кстати, на отечественных маркетплейсах также можно купить такие чудо-сигареты. Как вам ? Определенно придает загадочности
#РоскошныйВыбор"
245,2341,"Девочки, давайте поделимся автозагарами хорошими, чтобы не рыжий и не в пятна, дело в том, что я недавно только с мальдив и сам по себе хорошо так подпёкся, но послезавтра идти в диком мини, шорты-трусы и есть сложности в виде 
белых полосок😂 Надо бы залатать! Желательно из премиум сегмента, а не копеечный, но тут уж как получится, надеюсь на вас♥️"
250,2336,"Patissoncha и Музей архитектуры им. Щусева выпустили совместную арт-коллекцию.
В коллаборации бренда и музея родилась линия из пяти ароматов, вдохновленная разными эпохами, традициями и архитектурными стилями. В коллекцию вошли свечи и мыло:
** - «Модернизм»** с ароматом хвои, коры и зелени;
** - «Авангард» **с трио из мха, древесины и специй;
** - «Русское деревянное» **с нотами кедра, сантала, амбры и пачули;
** - «Модерн» **с аккордом из древесины, тисового дерева, мха;
** - «Классика»** с ароматом морской соли и минералов.

Признаться честно, я заинтригован 😏 а как вам такая коллаборация? Хо-хо💋
#РоскошныеНовинки"
254,2332,"Так, ну рассказываю вам про парфюм который приобрел позавчера после долгих раздумий, но понял что он таки мой! Бренд Boadicea the Victorious для меня уже не новый и один из их парфюмов очень прижился у меня на столике и уже даже успел закончиться, о нем я [писал вам в этом посте!](https://t.me/zhidkovskiy_beauty/2036) И если с milady мы подружились и он идеально сочетается с сигаретным дымом, а для меня это главный аспект в выборе запахов, тк я курильщик с довольно немалым стажем, то Empire это новая страничка в моей парфюмерной жизни. Шлейфовый, очень приятный и сладковатый, но в меру с опьяняющим послевкусием😏 По стоимости за 100мл в районе 56 тысяч, но можно найти и тревел форматы, стою надушенный ими сейчас, благоухаю, доволен♥️ и это определенно #РоскошныйВыбор , пахнет дорого и не душит, а это главное

Базовые ноты:
 пачули, ветивер, сандал, белый мускус, амбра, малина, ваниль

Верхние ноты:
 бергамот, мандарин, слива, розовый перец, персик

Средние ноты:
 майская роза, магнолия, жасмин самбак, гардения"
256,2330,"Белла Хадид выпустила свою парфюмерную линейку. 

По словам модели,на ее разработку ушло «пять лет алхимии». 
Получился бесспиртовой двухфазный парфюм для кожи с эффектом увлажнения. Также входящие в состав масла помогают расслаблению и медитации и раскрывают чакры. Флаконы парфюмов выполнены в виде кристаллов. Первая коллекция Orebella — это трио ароматов для кожи: цветочный Window2Soul, тропический Blooming Fire и древесно-морской Salted Muse. Берем? Хо-хо💋
#РоскошныйВыбор"
267,2319,"Новый аромат Celine Zouzou вдохновленный атмосферой 60-х. 

Celine представляет новый аромат, который отражает  влечение креативного директора бренда Эди Слимана к культуре 1960-х годов. Новым пополнением в линейке Haute Perfumerie, выпущенной Эди в 2019, стал аромат Zouzou. Лицом рекламной кампании стала актриса и музыкант Эстер Роуз МакГрегор.
Ноты Zouzou включают бензоин и бобы тонка, амбру и мускус, с карамельными оттенками, подчеркнутыми пачули и лабданумом.
#РоскошныеНовинки"
269,2317,"Суперский бальзам LUVU для губ, сейчас в салоне нанесли, в восторге, удивился, что русский бренд, от Кати Голден(не знаю если честно кто это, но визажисты подсказали), стильная упаковка, классный на губах, беру в машину точно, прямо хайли рэкоменд

#РоскошныйВыбор"
271,2315,"Чтобы оставаться в тренде сияющего макияжа, важно выбрать хороший хайлайтер. 
С этой задачей прекрасно справится Revolution Beam Bright Highlighter. Роскошная шелковистая пудровая текстура тает на коже, словно жидкий хайлайтер. Мастхэв в косметичке. 💋xo-xo
#РоскошныеНовинки"
273,2313,"**«Глазированный макияж» находится на пике популярности этой весны. Вместо губ акцент перебрался на щёки.**
Сияющие текстуры, отражающий эффект не так уж и сложно повторить в домашних условиях. Сперва кожу требуется сильно увлажнить, потом нанести тональный крем с эффектом сияния, а уже в финале использовать кремовые продукты. А как вам такой тренд? 💋xo-xo
#РоскошныйВыбор"
274,2312,"У многих из нас существуют свои бьюти-ритуалы: каждое утро умывать лицо под любимый трек, сидеть с маской на лице под фильм, который пересматриваешь двадцатый раз. Ну признайтесь, было?
А косметика MIXIT на Ozon — это всегда приятный выбор, быстрая доставка и шанс получить крутые подарки. 
Участвуйте  в конкурсе Ozon × MIXIT. Условия просты:
💋 С 10 по 30 апреля заказывайте косметику MIXIT на Ozon на сумму от 500 ₽. 
💋Делайте больше заказов, чтобы увеличить шансы на выигрыш. 

Среди призов десять iPhone 15, стайлеры Dyson, бьюти-боксы, сертификаты на покупки. А самое главное — семейное путешествие на 1 000 000 ₽!

Победителей конкурса объявит звёздный гость в прямом эфире в сообществе Ozon VK.

Подробности → https://www.ozon.ru/highlight/rozygrysh-ozon-mixit-1458182/

Реклама. ООО «Интернет Решения»
Erid: LjN8JvzFU"
275,2311,"**Если вы переели на ночь соленой рыбки или любимых помидоров-ловите лайфхак!**
Правильный массаж лица поможет устранить отеки, а также улучшить кровообращение и вывести из организма лишнюю жидкость. Сохраняем таблицу, чтобы ночью снова провернуть фокусы с холодильником. 💋xo-xo
#РоскошныйВыбор"
276,2310,"Ушла эпоха лаков с блестками. В сети завирусился лайфхак для насыщенного блеска волос. В шампунь засыпаете микс из любимых глиттеров, наносите на волосы и вуаля-эффект виден всем окружающим. Пробуем? 💋xo-xo 
#РоскошныйВыбор"
280,2306,"R.E.M Beauty выпустили новую весеннюю коллекцию Spring-Summer Collection 2022 The Chapter 2: Goodnight n Go, которая получила название в честь одноименной песни из альбома Арианы Гранде Sweetener 2018 года.В коллекцию вошли восемь новых продуктов:палетка теней для век из шести оттенков с матовым и шиммерным финишем, металлические гелевые тени для век, прозрачный блеск для глаз, накладные ресницы, многоцелевой продукт в стике для губ, щек и век, успокаивающий мист для лица и многое другое. Неплохо они решили людей порадовать таким количеством новинок, кто-то уже пробовал? 💋xo-xo
#РоскошныйВыбор"
283,2303,"Товарищи, уход за собой уже не будет прежним. Ведь запустится трекер, благодаря которому вы можете не только наблюдать собственный прогресс по уходу, но и найдете базу знаний о красоте с голосовым помощником и индивидуальным контентом! Ну не сказка ли это? Вся программа разработана высококвалифицированными косметологами и дерматологами.
[Приложение LUUK](https://luuk.media/luukapp?utm_source=telegram&utm_medium=social&utm_campaign=zhidkovskiy_beauty&erid=LatgC4Ji9) — это уникальнейший проект, благодаря которому вы получите  своего персонального beauty ассистента, а  к запуску команда приложения  разыгрывает потрясающий бьюти-бокс с косметикой! Заинтригованы? Переходите по ссылке прямо сейчас, чтобы узнать больше 💋xo-xo"
286,2300,"Ана де Армас стала лицом новой кампании Estée Lauder. Косметический бренд представил серию помад Re-Nutritive Diamond Serum Lipcolor, которые, согласно официальному описанию, насыщены ухаживающими компонентами и сулят цвет, сияющий подобно бриллиантам.А вы ознакомились уже с палитрой помад?💋xo-xo
#РоскошныйВыборЗвёзд"
290,2296,"Если вы собираетесь в ближайшее время на маникюр, но не можете определиться с цветом и стилем- пост для вас. В этом сезоне в цветовых палитрах будут преобладать яркие, насыщенные оттенки с нотками поп-арта и 3D-эффектами, а также гранж стиль и скинни-френч. Оттенки полевых цветов, таких как ирис, амарант, колокольчик, одуванчик, горицвет, мак и василек также будут актуальны.  А какой маникюр по душе вам? 💋xo-xo
#РоскошныйВыбор"
294,2292,"R.E.M Beauty выпустили новую весеннюю коллекцию Spring-Summer Collection 2022 The Chapter 2: Goodnight n Go, которая получила название в честь одноименной песни из альбома Арианы Гранде Sweetener 2018 года.В коллекцию вошли восемь новых продуктов:палетка теней для век из шести оттенков с матовым и шиммерным финишем, металлические гелевые тени для век, прозрачный блеск для глаз, накладные ресницы, многоцелевой продукт в стике для губ, щек и век, успокаивающий мист для лица и многое другое. Неплохо они решили людей порадовать таким количеством новинок, кто-то уже пробовал? 💋xo-xo
#РоскошныйВыбор"
297,2289,"Еще совсем недавно одним из заметных весенних трендов был мономакияж, основанный на акцентах, выполненных одним цветом. Но весна 2024 года диктует свои правила и сейчас в тренды залетает  с разбега многоцветный макияж. Визажисты призывают не ограничивать себя в мейкапе одним оттенком, а создать буйство красок на своих глазах. Как вам такой тренд?💋xo-xo
#РоскошныйВыбор"
300,2286,"**Kiko Milano** представляет весеннюю коллекцию макияжа **Days In Bloom**(Расцвет красоты) **Makeup Collection Spring 2024**. Коллекция предлагает букет весенних оттенков, свежих и модных, с сияющими или бархатистыми финишами для создания романтического, неземного образа, подходящего для любого случая. Цветочная упаковка с современными линиями дополнена мягкими оттенками голубого, желтого и розового в сочетании с бликами розового золота. У всех продуктов коллекции эффективные формулы, нежные цветочные ноты и приятные на ощупь текстуры с интенсивной цветопередачей. Полный набор средств для макияжа, ухода за кожей и непревзойденных аксессуаров.
#РоскошныеНовинки"
302,2284,"У **Thierry Mugler** выходит новый аромат **Alien Hypersense**. Последнее дополнение к культовой линии **Alien** от **Mugler**, **Alien Hypersense** представляет собой смелое вторжение в сферу современной парфюмерии. Известный своими новаторскими ароматами, **Mugler** продолжает эту традицию, предлагая новое измерение чувственности и женственности.В основе **Alien Hypersense** лежит гармоничное сочетание верхних нот мандарина и груши, переходящих в опьяняющее сердце из жасмина и завершающихся теплыми объятиями кашемира. Эта уникальная композиция знаменует собой отход от своих предшественников, создавая чувственную и яркую историю. Ну что я могу сказать, заинтригован. А вы? 💋xo-xo 

#РоскошныеНовинки"
306,2280,"Традиционно к 1 мая Guerlain выпускает лимитированный аромат Muguet(Ландыш), который продается только 1 день в году и каждый раз выпускается в новом флаконе. Эта традиция ведется с 2006 года, так Дом Guerlain отмечает наступление мая — самого прекрасного месяца в году.
Весной 2024 года аромат Guerlain Muguetбудет представлен во флаконе, созданном в сотрудничестве с Энн Лопес (Anne Lopez) — художницей, известной как «белый скульптор».
Верх флакона украшен скульптурой из 24 цветов ландыша. Кроме того, в качестве акцента используется сусальное золото 22 карата, причем каждый позолоченный эффект уникален и соответствует индивидуальному дизайну цветка. Купили бы ?💋xo-xo

#РоскошныйВыбор"
308,2278,"**Благодаря певице Рианне медово-русый снова в моде.** Эксперты предсказывают, что именно этот оттенок волос будет доминировать в 2024 году. По словам Ричи Кандасами, колориста и вице-президента R+COLOR Development, он визуально придает волосам эффект сияния и густоту. Такой оттенок идеально подходит девушкам с холодным тоном кожи и голубыми глазами. Хотя пример Рианны доказывает, что смуглянкам с Барбадоса с каре-зелеными глазами он тоже очень даже к лицу.  А как вам медовые оттенки? Попробовали бы ? 
#РоскошныйВыбор"
309,2277,"Слушайте, ну мне оч зашли эти пады для снятия от Celimax, купил еще две банки, мы делали обзор на них в «Надо Брать», потом я попользовался месяц после и сейчас купил еще, не супер дорогие, но прямо отличные, спасали меня 
после пьянок очень😂 
По цене где то в районе двух тысяч
#РоскошныйВыбор"
311,2275,"**Jeux Dangereux** **LEN Fragrances** — это унисексовый аромат, он принадлежит к группе цветочные фруктовые сладкие. 
Верхние ноты: Бергамот и Грейпфрут; средние ноты: Роза и Жасмин; базовые ноты: Ваниль и Древесные ноты.
Для меня чем то отдаленно напоминает Chanel n5, только когда они уже выветрились! На дневное время сомневаюсь, а вот на вечернее очень даже, шлейфовые и довольно богато пахнут, по стоимости 22тр, по стойкости средние, но не быстро выветриваются. С брендом до этого не знаком, это первый опыт)) 
#РоскошныйВыбор"
313,2273,"Товарищи, тысячу раз уже рассказывал и показывал, как правильно наносить патчи. Однако до сих пор читаю такие вопросы в комментариях, поэтому- ловите 😏 Какие патчи используете вы? делитесь в комментариях 
💋xo-xo"
317,2269,"Неожиданная новость. Rare Beauty выпустили игрушки для братьев меньших.
Четвероногие друзья смогут прикоснуться к творениям бренда Селены Гомес, а именно поиграть с блеском для губ и с тушью для ресниц.
Новые продукты Rare Beauty приурочены к получению брендом сертификата «Leaping Bunny», который подтверждает отсутствие в деятельности организации любого вида жестокого обращения с животными, в том числе тестирования на них косметики и медикаментов. Купили бы такую игрушку своим питомцам? 💋xo-xo

#РоскошныйВыбор"
321,2265,"Rabanne Beauty набирает обороты и продолжает расширять ассортимент продукции. Бренд выпустил новую коллекцию помад с эффектом влажного блеска. В линейке представлены 11 блестящих оттенков с суперглянцевым финишем. Какой оттенок ваш фаворит? 💋xo-xo 
#РоскошныеНовинки"
324,2262,"Еще одна идея для экологичного дизайна – одежда с принтами, нарисованная просроченной косметикой.
Художница Аника Лейла  дала вторую жизнь десятилетней косметике, которая просто пылилась в шкафу.
Сначала она рисовала причудливые лица на бумаге, затем поступила в Central Saint Martins и стала создавать принты уже на ткани. Как вам такой перфоманс? 💋xo-xo 
#РоскошныеИстории"
325,2261,"**Весной все мы склонны к безумству и резким переменам. Кто-то бежит резать себе челку, а кто-то хочет добавить иных красок в жизни. Например, у **3INA the color palette iconic numbers вышла палетка теней с сочными цветами. Оттенки подойдут как для создания естественного, так и яркого макияжа. 
Палетка по классике со встроенным зеркалом объединила тени с матовым финишем и тени с металлическим блеском. Цена в Золотом Яблоке со скидкой 2221 рубль. Интересно, а цены округлять когда-нибудь начнут? хо-хо💋
#РоскошныеНовинки"
