,message_id,message_text
17064,6934,"Рекомендую вам подписаться на новый канал от авторов подкаста ""Бьюти на всю голову"" и одноименной книги. 
Подкаст, кстати, частенько в топ-10 Apple Podcasts в категории бьюти ❤️ 

Здесь вы найдете много полезной информации из первых уст о том, как создается косметика, как она работает в коже, как не попасться в ловушки маркетологов и как устроена бьюти-индустрия изнутри. 

Тренды, мифы, осознанный подход к уходу за собой, новости и многое другое на канале — t.me/beautyinthehead"
17074,6924,"Какое же крутое интервью, Ксения просто выпотрошила этого «психолога» и коуча, настоящая скорпионская хватка 🤣
Для тех, кто не знает, Лабковский по сравнению с этим чуваком – почти нобелевский лауреат) 
Я впервые за полтора месяца отвлеклась и орала каждые 5 минут))  

https://m.youtube.com/watch?v=VznsvSFrE_4"
17078,6920,"Хочется получать Витамин D улыбаясь солнцу где-нибудь далеко под шум прибоя. Но возвращаясь в реальность, понимаешь - делаем, что можем с тем, что есть. Пока сами знаете какой сайт приостановил доставки в Россию, пришлось искать альтернативы в России. И как оказалось, мы вполне себе имеем такой же арсенал витаминов и бадов! 

Остановилась на  [Siberian Wellness](https://clck.ru/epH3Z) - много хороших отзывов, и пару месяцев назад [рассказывала вам про сыворотку бренда](https://t.me/kosmetos/6615) Производство  сертифицировано по стандартам GPM, FDA, ISO, HACCP и имеет соответствующие документы ), а в каждой карточке товара на сайте размещена декларация соответствия ЕАС, что важно! 
Выбрала для себя основной набор - [Омега 3 ](https://ru.siberianhealth.com/ru/shop/catalog/product/500661/?utm_source=social&utm_medium=tg_kosmetos&utm_campaign=500661), [Магний](https://ru.siberianhealth.com/ru/shop/catalog/product/500629/?utm_source=social&utm_medium=tg_kosmetos&utm_campaign=500629), [Витамин D3](https://ru.siberianhealth.com/ru/shop/catalog/product/500820/?utm_source=social&utm_medium=tg_kosmetos&utm_campaign=500820), [Кальций](https://ru.siberianhealth.com/ru/shop/catalog/product/500628/?utm_source=social&utm_medium=tg_kosmetos&utm_campaign=500628). Еще выбрала классный комплекс для волос и ногтей, но про него позже, должно пройти время. 

Решила поделиться, вдруг вы тоже в поисках оптимальных решений сейчас. На [сайте](https://clck.ru/epH3Z) огромное количество разнообразных добавок и витаминов!"
17080,6918,"Никола Пельтц, дочь миллиардера Нельсона Пельтца (слева), которая вышла замуж за сына Виктории Бэкхем, выбрала очень милое и скромное платье от Валентино 🙂 
Сразу вспоминаю все кавказские свадьбы с Зухаиром Мурадом, сшитые на миллионы долларов 😂"
17086,6911,"На всей этой истерике и рваке сумок Chanel [вспомнила](https://www.google.ru/amp/s/www.independent.co.uk/news/people/karl-lagerfeld-says-kim-kardashian-should-not-be-surprised-a7345441.html%3famp) комментарий Карла Лагерфельда, когда Ким Кардашьян обворовали в Париже)) 
Карл конечно великий, как настоящий фюрер, он пропитан максимально идеологически в свой бренд (как некоторые в свою страну).
Но если уж и говорить о истерии, я не видела рваных рублей, которые ничего не стоят, потому что нашу экономику профукали примерно за одну неделю 😮‍💨 Но неуважение от бренда одежды, конечно же больнее, соглашусь :))"
17092,6905,"**✨Распродажа ароматов и нишевой парфюмерии✨**

На сайте Randewoo сейчас проходит первая весенняя распродажа со скидками до -50%. Помимо прочего в ней снизились цены на большой ассортимент ароматов.

В акции участвуют легенды нишевой парфюмерии вроде Byredo, Escentric Molecules, Mancera, Tom Ford, Creed и прочие.

**К акции:**
http://shtukaturka.sale/p/FkhPm"
17102,6895,"Сейчас будет очень полезная информация для тех, кто хочет развиваться в бьюти-сфере! 

Авито рассказывает и показывает, как это сделать — для этого примите участие в Welcome-курсе для бьюти-мастеров «Как начать своё дело на Авито».

Цель курса — сделать знакомство с Авито простым и полезным и помочь вам развиваться и искать клиентов 🙌 
Авито сейчас очень развивающаяся площадка для любых мастеров своего дела)

Вы научитесь:
– Грамотно оформлять профиль, чтобы привлекать больше клиентов. 
– Анализировать конкурентов и подбирать выгодные способы продвижения. 
– Работать с репутацией на Авито и собирать отзывы. 
– Избегать ошибок большинства новичков, чтобы начать зарабатывать быстрее.

Подписывайтесь на телеграм-канал, чтобы узнать все подробности 👉 https://t.me/+DSpC1IkdIR85YjEy"
17104,6893,"L’Oréal вроде бы ушёл, но я [нашла](https://www.ozon.ru/products/466302847/?_bctx=CAMQusrsCA&asb=yXUPpxfCnW%252FjiUiV%252FFZg52Be51zcd90PtkwWWKTMgZC3O39nqZ%252Fdd%252FZ%252BzseiR%252BTq&asb2=-KXBXhFl9L7SPiyDKQdFNKlmO9A7Osd-elvoiEmUqyJS9mlapaXXW-3C2C04H-3xriKBqbtixt2nE1jDWB9vAEtMvoEV7uHNod_A8scJs8ZO9w4SleuF3f0gIm8pdpRUL8C05TlSG7zpflSmyf0UsQ&sh=Pk4ZgkiS7g&from=share_ios) на Озоне эту водичку, если кому нужно. 
Очень удобная штука оказалась :("
17110,6887,"Мне, как архитектору особенно обидно, я знаю как много людей работали над этим проектом и он был реально очень крутой. 

https://esquire.ru/news/society-news/05-04-2022/673509-byuro-zahi-hadid-ne-budet-stroit-stanciyu-metro-v-moskve/?fbclid=IwAR1ZlDr5YVLq8uACBey37xKuPylc-itOCNSLm2gnRYpZbTZsW1uDVGGO-jA"
17111,6886,"Многие пьют коллаген и употребляют разные добавки с ним для поддержания молодости кожи / костей. При этом есть очень распространённая инъекционная косметическая процедура - [Collost](https://t.me/collost_ru) (Коллост) - инъекции препарата, в составе которого натуральный очищенный коллаген I типа. 

Что это за коллаген и для чего его можно использовать? 

«Состав» этого коллагена абстракционно такой же, как в человеческой коже. Поэтому эта процедура идеальная для регенерации кожи:
1) коррекции морщин разной степени глубины 
2) растяжек
3) различных рубцов 

Чем так важен коллаген? Он поддерживает тонус кожи и до определенного момента не даёт появляться морщинам. По сути это основной белок кожи и его нужно восполнять с возрастом, так как выработка коллагена после 25 лет замедляется.

У геля Коллост есть разные концентрации – 7 и 15%, где 7 подходит для омоложения при начальных возрастных изменениях, а 15% для более выраженных возрастных или рубцовых изменений кожи. 

А ещё недавно появился новый препарат в линии - COLLOST micro. Он работает и на стимуляцию коллагена, и на увлажнение.

Препараты COLLOST можно  использовать не только на лице, а вообще на любых участках тела!

Если хотите узнать больше информации то, заходите на официальный [сайт](https://www.collost.ru/)
или телеграм [Collost](https://t.me/collost_ru)!"
17123,6873,"Честно, так надоел Версаче и эти копипасты на Донателлу. Липу всегда хорошо стилизуют, пока не напяливают на неё Версаче :( 
И этот «загар» оранжевый, был конечно же, адовый 🤡

Ну объективно уже ужасные шмотки и пора уже закрыть эти архивы"
17125,6871,"Горькое, но очень честное интервью Натальи Зубаревич на Forbes. 
Журнал Forbes вообще остался единственным изданием, которое честно и открыто пишет про все экономические вопросы в стране. 
Если найдёте бумажный, апрельский «черный» номер журнала, купите мне, я у вас заберу, а то я обыскалась) 

https://m.youtube.com/watch?v=-iSroKG1mBo&t=538s"
17134,6861,"3. [Лосьон](https://www.ozon.ru/product/hair-vital-loson-protiv-vypadeniya-volos-50-ml-278844624/) – заключительный этап, но не менее важный, потому что его вы НЕ смываете, а наносите после мытья и перед сушкой. Равномерно разделяя пробор, наносим по несколько капель средства и втираем в кожу. Не бойтесь раздражения, если ваша кожа головы чувствительная, лосьон не раздражает кожу и не «жирнит». 

Все три средства абсолютно безопасны в использовании для глаз, восстанавливают кровообращение и «будят» волосяные луковицы. 

Помимо перца и крапивы в состав входят трипептиды (это как те самые пептиды, только сильнее) для восстановления кожи головы, олеаноловую кислоту - противоспалительный и антибактериальный компонент, а также запатентованный Hair Vital компонент OG2: 
Это аминокислоты, которые действующие в четырех направлениях: 
– укрепление луковицы 
– стимуляция роста новых волос 
– утолщение волоса за счет выработки кератина.

Сейчас всю продукцию можно купить на [ОЗОН](https://www.ozon.ru/brand/hair-vital-140374072/?seller=144912)** со скидкой 15%** по промокоду WOWHAIR."
17135,6860,"2. [Бальзам](https://www.ozon.ru/product/hair-vital-balzam-protiv-vypadeniya-volos-200-ml-balzam-dlya-volos-uvlazhnyayushchiy-professionalnyy-278844619/), из той же линейки, который укрепляет и увлажняет структуру волос. Наносим как обычно на всю часть головы, кроме корней, оставляем на 3 минуты и смываем! *кстати напомню, что лучше перед нанесением любого бальзама немного подсушить волосы полотенцем!"
17136,6859,"1. [Шампунь](https://www.ozon.ru/product/hair-vital-shampun-protiv-vypadeniya-volos-200-ml-shampun-dlya-volos-ukreplyayushchiy-ot-vypadeniya-278844564/), который подходит для всех типов волос и для ежедневного пользования. У него очень «натуральный состав» без лишних сульфатов и парабенов, при этом он НЕ портит окрашенные волосы и не смывает краску быстрее. Несмотря на экстракт перца (который ускоряет кровообращение, и тем самым, рост волос) - шампунь не раздражает глаза!"
17137,6858,"Я все ещё продолжаю тестить средства от выпадения волос. Эта проблема сейчас повсеместная и я думаю почти каждая вторая девушка (особенно после ковида и стресса) с ней сталкивается 😔

Поэтому буду делать обзор целой линейки по выпадению волос от итальянской марки Hair Vital! Каждый продукт лично протестирован мной) 

Линейка Hair Vital с крапивой и красным перцем специально разработана для ускорения роста волос. Лучше всего, когда вы используете средства в комплексе, а наиболее заметный результат нужно ожидать через 2-3 недели пользования!

Что входит в линейку?"
17146,6849,"Оскаровские gift bag конечно кромешный ад и верх капитализма, при этом я не понимаю зачем им условно 3 ночи в замке в Шотландии 🤡 
Но халяву любят все, видимо) 
Ещё из забавного, что сертификат на 12к они предлагают потратить у русского косметолога, что правильно, наши врачи самые лучшие 😂
А вот сертификат на липосакцию можно было армянскому хирургу дать…"
17154,6841,"[Мист Vitamin Brew. ](https://www.ozon.ru/seller/openface-48441/products/?miniapp=seller_48441)

Мисты очень хорошая замена на летний период, когда кожа не нуждается в сильном увлажнении. При этом с нашим центральным отоплением и сухостью воздуха это тоже хороший продукт, его можно брать с собой куда угодно и наносить даже поверх макияжа) 

В состав входит мой любимый ниацинамид, который уменьшает количество высыпаний и при этом не вызывает сухости, в отличие от большинства анти-акне компонентов. А так же лизаты (пробиотики) которые помогают укреплять и восстанавливать защитный барьер кожи. 


И дополнительный ингредиент, Витамин F — естественный компонент липидного барьера кожи, наряду с церамидами и холестеролом. Он позволяет восстанавливать защитный барьер кожи, смягчает и успокаивает ее. Без него барьер ослабевает
и повреждается — это позволяет аллергенам проникать в кожу, провоцировать зуд и раздражение.

**Промокод **KOSMETOS15** до 10 апреля дает скидку 15% **на [OZON](https://www.ozon.ru/seller/openface-48441/products/?miniapp=seller_48441)!"
17155,6840,"[Крем для тела с кислотами и энзимами Acid Cloud. ](https://www.ozon.ru/seller/openface-48441/products/?miniapp=seller_48441)

Один из главных компонентов в этом креме для тела — это азелаиновая кислота, которая нужна в уходе за кожей c акне, розацеа и пигментацией. Средство не только увлажняем, но и мягко отшелушивает и подсушивает существующие воспаления. 

А в комплексе с азелаиновой и салициловой кислот крем растворяет сальные пробки и снимет воспаление. 

В состав так же входит мочевина для увлажнения и защиты лиричного барьера кожи!

Опять же, советую это средство чередовать с вашим обычным кремом для тела. Каждый день после душа не стоит его наносить! Посмотрите как реагирует ваша кожа и смело выбирайте частоту использования!"
17156,6839,"[Гель для душа Shower power.  ](https://www.ozon.ru/seller/openface-48441/products/?miniapp=seller_48441)

Это мягкое очищающее средство которое помогает справится с высыпаниями, пигментацией и забитыми порами. А так же оно полезно если у вас появляется фолликулярный кератоз (мелкие высыпания, похожие на гусиную кожу). В состав входит азклаиновая и салициловая кислота, которые очищают кожу и делают более ровный рельеф. Но помимо кислот в составе есть мочевина (про этот компонент я писала месяц назад) – что это один из самых полезных компонентов для увлажнения кожи и поддержания липидного баланса. Поэтому несмотря на кислоты, средство не будет сушить кожу и подойдёт абсолютно всем! 

При этом стоит не забывать, что средства с кислотами лучше использовать не чаще 3-4 раз в неделю и избегать более интимных участков тела!"
17157,6838,"Итак, продолжаю тему с уходом для тела на основе кислот, по голосованию пару дней назад решили, что это тема интересна 🤓

У Openface есть большая линейка с тремя средствами, которые нацелены на улучшение качества кожи тела и лица! Марка российская, создана тремя девушками — которые сделали одноименный [сервис](https://openface.me/) по определению типа кожи и подбору косметики! 

Сырье привозят из Германии, Франции, Южной Кореи, что‑то из Швейцарии и США. Это все проверенные производством дистрибьюторы.

Сейчас расскажу какие средства есть для ухода за телом!"
17169,6826,"Mahash the only spa - один из самых крутых спа центров в Москве. Несмотря на то, что у нас большой город, но хорошее спа можно пересчитать по пальцам) 

Из всех вариантов спа услуг, я очень хочу порекомендовать их массаж [лица](http://landing.mahash.ru/puretouchsystem?utm_source=telegram&utm_campaign=kosmetos&utm_content=facial) — **MAHASH PURE TOUCH SYSTEM**. 
Что это такое? 
У специалистов салона разработана своя авторская техника массажа, которая направлена на видимый эффект без инъекции. MAHASH уже на протяжении 10 лет лидирует в инновациях в массажах, а видимый эффект можно заметить сразу после 1 процедуры. 

Такой профессиональный массаж лица действительно может стать заменой инъекциям, дело за вашим личным выбором, зависит от того насколько вам нравится эффект от инъекций. 

Да, массаж нужно делать с периодичностью, но если вы будете использовать руки настоящих профессионалов - это совершенно другой уровень! 

Массажи лица делятся на **три категории**:

**1.** Mahash face yoga 
Снимает стресс и негативную память с лицевых мышц. 

**2.** Mahash face chiller 
Снимает отёки, лимфодренаж

**3.** Mahash face pump (мой любимый 🤩) 
Интенсивная моделирующая массажная терапия, которая совершенствует его форму!

Сейчас при оформлении на [сайте](http://landing.mahash.ru/puretouchsystem?utm_source=telegram&utm_campaign=kosmetos&utm_content=facial) действует скидка 30% на любой массаж!"
17173,6822,"[**Фонд помощи бездомным животным «Ника» объявил срочный сбор на ветеринарные препараты. Производитель лекарств прекратил их поставку в Россию

**](https://takiedela.ru/news/2022/03/28/fond-nika-srochnyy-sbor/)Отсутствие препаратов грозит остановкой программ по контролю численности бездомных животных. «Уже этой весной количество животных на улицах кратно увеличится, и все усилия, которые мы приложили за годы работы, могут оказаться напрасными, а результаты — обнулиться», — сообщили в организации.

Без программы стерилизации животные восстановят популяцию очень быстро, и недовольство людей в их отношении может возрасти."
17187,6807,"Нуууу наверно любой мужик должен за свою жену вступиться, после того как она закатывает глаза на тупейшую шутку в адрес неё)
Даже если это Оскар и смотрят миллионы людей 😂

*но самое смешное как он смеялся САМ до её реакции 🤡"
17188,6806,"Тот, кто остался посмотреть трансляцию оскара получили небольшой бонус — Уилл Смит дал оплеуху Крису Року прямо на сцене за шутку о Джаде Пинкетт-Смит и ее алопеции. Видео с японской трансляции целиком."
17192,6802,"К Джулии Фокс можно по-разному относиться, но она хотя бы заслуживает уважения, потому что она единственная селебрити-бледная поганка без автозагара в ЛА!! Джулия держись, не падай в воронку спрей тана…("
17194,6800,"А ещё в мой арсенал идёт просто офигенный ультрапитательный соляной скраб [PERFECT4U](https://vogue-gallery.ru/solyanoj-skrab-dlya-tela-ultrapitatelnyj-perfect4u/). У него очень приятный и ненавязчивый аромат манго, который сохраняется после душа. Состав скраба без лишних парабенов или SLS - морская соль и соль мёртвого моря, плюс натуральные масла кокоса, ши, жожобаи миндаля. Сейчас на него кстати скидка 20%. 

Оба продукта выпускает Российская марка натуральной косметики PERFECT4U, они производят косметику только из натуральных компонентов и НЕ тестируют на животных 🐭


**Цены уже везде выросли в 1,5-2 раза, но в магазине **[Vogue Gallery](https://t.me/Vogue_Gallery)** они остались прежними. Подпишитесь на их телеграм за обзорами! **Там большой выбор оригинальной натуральной и корейской косметики!

**На товары без акции действует** мой промокод **KOSMETOS н**а скидку **7%** до **27 марта **включительно! И на всякий случай оставлю вам ссылку на их [сайт](https://vogue-gallery.ru/welcome)! 

Все заказы они упаковывают с небольшим подарком, что очень приятно)"
17195,6799,"Судя по вчерашнему опросу надо продолжать про уход за телом, чтобы подготовить к летнему периоду. У меня были в тесте ещё два замечательных продукта:

Энзимная пудра - [PERFECT4U](https://vogue-gallery.ru/enzimnaya-pudra-dlya-umyvaniya-lica-perfect4u-enzyme-biome-friendly-powder/). Такие продукты обычно идут в составе с папаином, но тут состав лучше, потому что у неё вместо папаина –  суперкомплекс энзимов. У пудры двойное очищающее действие, т.к. кроме энзимов в ней действует комплекс АНА- и ВНА-кислот, и она очень круто очищает кожу и на поверхности, и в глубине пор. 

Это ещё одно отличное средство, если у вас есть воспаления или высыпания на теле. Энзимная пудра не сушит кожу и проникает в самые поры, очищая ее. 

При этом она подойдёт и чувствительной коже)"
17196,6798,"Влад из Питера ведет классный канал «[Гори Ясно](https://t.me/Gori_spb)», где делится модными новостями, рассказывает о тусовках в Питере и Москве, заправляя это все [качественными мемами](https://t.me/Gori_spb/32522). 

Тут же не отходя от кассы все главное о событиях в мире моды, ситуации в мире и шмотках.

Идеальный набор на каждый день 👌🏻
https://t.me/Gori_spb"
17201,6793,"А ещё я нашла где есть в продаже #paulaschoice 
Вот этот [крем](https://patchandgo.ru/product/paulas-choice-resist-weightless-body-treatment-2-bha-210ml/) для тела с 2% BHA (салициловая кислота) для устранения воспалений на теле. 
Сейчас пойдёт тёплый сезон, обычно в это время все усложняется с высыпаниями на спине и тд. 
Если его использовать локально - то хватит очень надолго."
17203,6791,"Я сейчас с испугом проверяла осталась ли Weleda в России, оказалось все норм. 
Из всех кремов для тела про которые я рассказывала остался вот этот. Это баттер на основе их базового крема в тюбике Skin Food. 
Он ОЧЕНЬ питает кожу, но не оставляет никакой липкости. 
Такой вариант заценят те, кто выходят из душа и превращаются в ящерицу, если не обмажутся хорошим кремом. Я уже давно не использую ничего типа «молочка» и прочей легкой атрибутики - мою кожу они никак не питают. 
В общем маст хев, ребят. И хорошо что с рынка такая хорошая базовая марка не ушла, мое увожение."
17204,6790,"Моя подруга Элина делает очень полезный канал с подборками одежды и трендов. И уже второй год владеет собственным брендом одежды WTMZ. 
Если вам нужен базовый хороший гардероб - обратите на них внимание! 
Сейчас она делает подборки брендов, которые остались и которые можно заменить на то, чего уже нет! Один из самых информативных каналов про моду. На правах дружбы и любви прошу подписаться 😛🙌🏻

https://t.me/wtmzoo"
17208,6786,"Хорошие механические скрабы. Есть ли они? И для чего они нужны? Чаще всего это скраб с мелкими натуральными частичками. Большая часть из них содержит ненужные масла, которые вовсе не нужны и забивают поры, оставляя пленку. 

Есть отличный продукт, который подходит под все мои личные критерии:
-хороший состав
-частички очень мелкие 
-без масел. 
[Скраб](https://www.ozon.ru/products/467338185/?asb=DWsMSJTrd0Ue0%252F1K1I5xxggURqBhifhQBoPeJic1n%252B7yuASWQbYjDWNwbwELxCLu&asb2=DSfKijGPz7kuWWEJEGe36-lqlgNc8Asqx5QNUMXEJ6zZFL8mBX28xY8iAN-ns0AcgwTNVq717SfysdFTLKchmStbMOQ93tmO-I5fZ4RWgkdLYxUs4LW3JhuDThI1N7gQBtlxCp1lRJR9KOdIJmF1Bw&keywords=the+u+&sh=52MYTh9IBg&from=share_ios) от THE U полностью подходит под вышеописанное. 
Плюс в составе этого скраба есть лизаты, я писала про них недавно - они нужны для нормального микробиома кожи. 
Как его использовать: 
Лучше всего не чаще 1 раза неделю наносим на кожу и оставляем как маску на 5-10 минут. Затем очень мягко массируем ещё пару минут. Не шлифуем со всей силы! Это важно! Если у вас есть воспаления - не массируйте в этих зонах, лучше мягко смыть с помощью воды. 

Если ваша кожа плотная, жирная и нуждается в очищении с помощью скрабов - это идеальный вариант. [Скраб](https://www.ozon.ru/products/467338185/?asb=DWsMSJTrd0Ue0%252F1K1I5xxggURqBhifhQBoPeJic1n%252B7yuASWQbYjDWNwbwELxCLu&asb2=DSfKijGPz7kuWWEJEGe36-lqlgNc8Asqx5QNUMXEJ6zZFL8mBX28xY8iAN-ns0AcgwTNVq717SfysdFTLKchmStbMOQ93tmO-I5fZ4RWgkdLYxUs4LW3JhuDThI1N7gQBtlxCp1lRJR9KOdIJmF1Bw&keywords=the+u+&sh=52MYTh9IBg&from=share_ios) не оставляет жирности, его можно использовать спокойно и на другие участки тела, я наношу на шею и область декольте."
17217,6777,"**Импрессионистов из собрания Эрмитажа не могут вернуть с парижской выставки. Что происходит? Главное:

**🟢В Париже прошла выставка импрессионистов из коллекции братьев Морозовых. Около трети работ — из Эрмитажа.

🟢Парижскую выставку должны были закрыть 22 февраля, но затем время ее работы продлили. Вскоре начались военные действия в Украине.

🟢Франция должна вернуть картины, считают юристы. Но возвращение работ откладывается из-за логистических проблем.

🟢Об аресте коллекции речь пока не идет. Все стороны заверяют, что работы вернутся в Россию.

🟢Эрмитаж в последнее время принимал участие и в других зарубежных выставках. Некоторые работы уже вернули в музей.

Подробнее: https://ppr.today/DLewvCK

__Роскомнадзор заблокировал сайт «Бумаги» из-за освещения ситуации в Украине, но мы продолжаем работу. __[__Установите VPN

__](https://paperpaper.press/chto-delat-esli-otklyuchat-internet-ili/)@paperpaper_ru"
17219,6775,"Я не перестаю искать классные средства для проблемной кожи, хотя с годами действительно стабилизировала этот процесс. На самом деле самое главное всегда держать такую кожу в «тонусе, кислоты и очищающие средства – ваши верные друзья))

В общем, я тут затестила подборку от бренда [Aravia](https://bit.ly/3B5DA7C). И выделю 3 продукта, которые ещё между собой классно взаимодействуют: 

 1. [Регенерирующий пилинг с азелаиновой кислотой REGENERATING AZELAIC](https://bit.ly/3HthIox) — азелаин борется с комедонами и воспалениями. А ещё  выравнивает тон и успокаивает кожу и не стягивает ее. 
 2. [Альгинатная маска с чайным деревом и миоксинолом MYO-LIFTING](https://bit.ly/3t58pWl) —  маска, отлично охлаждает, успокаивает и увлажняет кожу без чувства пленки. Чайное дерево успокоит воспаления, поэтому подходит для жирной кожи всех возрастов. 
 3. [Крем балансирующий с матирующим эффектом для лица BALANCING MAT CREAM](https://bit.ly/3LWGOzp) — отличный крем для базы под макияж, с легкой текстурой, который контролирует выработку кожного сала. Но главное, что он не сушит кожу, как многие кремы такого типа!"
17239,6754,"Магний:
-влияет на регулирование и поддержание нервной системы, что очень актуально для жителей большого города, так как стресса достаточно у всех
-выравнивает гормональный фон, участвует в обменных процессах организма

https://ru.coral.club/shop/coral-magnesium.html

https://www.ozon.ru/products/508644670/?asb=pUFtCQA%252F8Ey%252BpR9fkzRASoam7liMIFZaFJkY5jgxhuU%253D&asb2=v2LWMpLdocQvMhrA1-cQA_DJF-vm3_6uk4YlYMqd33wYaVOeZ9homvgNlrHOGLPR&sh=ei_pRwAAAA&from=share_android

https://shop.evalar.ru/catalog/vitaminy-i-mineraly/magnesium-chelate/

Перед применением витаминов необходимо проконсультироваться со специалистом."
17240,6753,"Витамины группы В:
-нормализуют работу нервной и сердечно-сосудистой системы;
-улучшают работу кишечника, состояние кожи;
-поддерживают эмоциональное здоровье, помогают справляться со стрессами, депрессиями, повышенными эмоциональными нагрузками;
-участвуют в росте клеток, в энергообмене, в работе мышц;
-укрепляют иммунитет и увеличивают сопротивляемость организма различным заболеваниям.

https://itab.pro/products/wolfsport-itab-vkusnyj-b-kompleks-shoty-12h50-ml/ 

Рекомендуемая дозировка для взрослых: 1/2 шота в день."
17244,6749,"Собрали для Вас витамины, которые можно приобрести сейчас на российском рынке.

Омега-3:
-незаменимая аминокислота, которая в достаточном количестве не поступает с едой
-необходима всем для хорошей работы головного мозга и сердечно-сосудистой системы, всех клеток в организме.

https://www.rlsnet.ru/tn_index_id_28590.htm

https://avicenna-com-ru.turbopages.org/turbo/avicenna.com.ru/s/katalog-tovarov/avicenna-omecap-omega/-aviczenna-omekap

[https://planetazdorovo.ru/catalog/lekarstva-i-bad/serdtse-i-sosudy/profilaktika-serdechno-sosudistykh-zabolevaniy/solgar-trojnaya-omega-3-11183/?utm_referrer=https%3A%2F%2Fwww.google.ru%2F](https://planetazdorovo.ru/catalog/lekarstva-i-bad/serdtse-i-sosudy/profilaktika-serdechno-sosudistykh-zabolevaniy/solgar-trojnaya-omega-3-11183/?utm_referrer=https%3A%2F%2Fwww.google.ru%2F)

https://norwegianfishoil.ru/catalog/nfo-forte/"
17249,6744,"Опять же, пока есть и будут скорее всего консилеры #Maybelline вот [тут](https://www.letu.ru/product/maybelline-new-york-konsiler-dlya-litsa-i-glaz-fit-me-/62000114) и #Catrice вот [тут](https://www.m.podrygka.ru/catalog/makiyazh/litso/korrektor/203926-konsiler-dlya-litsa-catrice-true-skin-high-cover-concealer-ton-020-warm-beige/?art=203924&utm_source=google&utm_medium=cpc&utm_campaign=1_Shopping_Smart_Сентябрь_1560758763&utm_term=&utm_content=id%7Cpla-622324417671%7Ccid%7C1560758763%7Caid%7C294915429355%7Cgid%7C64692010492%7Cpos%7C%7Csrc%7Cu_%7Cdvc%7Cc%7Creg%7C9047029%7Crin%7C&gclid=Cj0KCQjwkIGKBhCxARIsAINMioJvKs7P3phbakLdTFkctI4rwzF05XiELbU9NdK0C8Rl0c9BbJdY2K8aAvesEALw_wcB)."
17251,6742,"Вот эта [тушь](https://www.letu.ru/product/maybelline-new-york-tush-dlya-resnits-udlinyayushchaya-lash-sensational.-sky-high-/94600044) #Maybelline (не знаю ушли они из России вообще или нет?) выше всяких похвал за свою цену. Смело берите 2 штуки, хватит на полгода и на приданое останется 🤣"
17254,6739,"С вашего позволения сделаю небольшую подборку по косметике, которую можно взять по более менее доступной цене сейчас. 
Живем по заветам Мари Кондо - ничего лишнего. 

Два супер лёгких и приятных тона, ценовой сегмент разный, но #Erborian я не могу не включить, я сама им пользуюсь вечность и тюбика вам хватит на 2-3 мес. Вот [тут](https://elementcare.ru/face/tproduct/363918454-975335566504-bb-krem-s-zhenshenem-svetlii) ещё по более приятной цене, а #catrice есть в [яблоке](https://goldapple.ru/10899-19760318863-hd-liquid-coverage-foundation)."
17260,6733,"Короче, я думаю, будет правильнее всего переводить деньги за рекламу животным. 
Буду помогать вот [тут](https://www.instagram.com/p/CaZtJgZMYls/?utm_medium=copy_link), если ещё видите какие-то крупные приюты - сообщайте плиз. 
Животные уже в России, если что, вам ничего не будет за переводы на русские карты."
17270,6723,"Не реклама. Просто хочу поддержать. Моя любимая клиника Inside Beauty сохранит цены на все процедуры до конца марта. При этом их цены были самые приемлемые и до всего повышения. 

https://www.instagram.com/p/Ca9cI3ALcNa/?utm_medium=copy_link"
17271,6722,"Я бы ещё добавила выносливость, но уже будет не так романтично. 
А вообще, ребят, очень всех поддерживаю, сделайте все, чтобы в первую очередь сохранить себя и своё ментальное состояние, это очень важно ❤️🙌🏻 Говорю себе это каждый день сама.

p.s. все же не устану настаивать на выпусках с Шульман, например «[Как это пережить» ](https://m.youtube.com/watch?v=KeVbF3948Kk)
И вот ещё хороший выпуск с [психологом](https://m.youtube.com/watch?v=6cMXfXD3fYs&feature=youtu.be), она тут кстати много отсылок делает к выпуску Шульман, посмотрите что вам ближе)"
